PID,Retalhista,Nome,Marca,Quantidade,Formato
2211953,Continente,Tarte Gelada Baunilha Viennetta,Viennetta,emb. 650 ml,Cakes
2844079,Continente,Tarte Gelada de Chocolate Viennetta,Viennetta,emb. 650 ml,Cakes
4020304,Continente,Gelado Chocolate de Menta Les Authentiques Carte DOr,Carte DOr,emb. 1 lt,Tubs
4704539,Continente,Gelado Perna de Pau Olá,Olá,emb. 420 ml (6 un),Sticks
4712309,Continente,Gelado Super Maxi Olá,Olá,emb. 390 ml (6 un),Sticks
4886486,Continente,Gelado Super Mix Calippo,Calippo,emb. 525 ml (5 un),Pots
5045043,Continente,Gelado Fizz Limão Olá,Olá,emb. 330 ml (6 un),Sticks
5323151,Continente,Gelado Nata sem Lactose Nutrégi,Nutrégi,emb. 500 ml,Pints
5553145,Continente,Gelado Morango Calippo,Calippo,emb. 525 ml (5 un),Pots
5562119,Continente,Tarte Gelada Morango Continente,Continente,emb. 1 lt,Cakes
5564190,Continente,Gelado Cone Morango 6 unidades Cornetto,Cornetto,emb. 540 ml (6 un),Cones
5608351,Continente,Tarte Gelada Baunilha e Chocolate Continente,Continente,emb. 1 lt,Cakes
5965614,Continente,Açaí Orgânico com Guaraná Native Açaí,Native Açaí,emb. 160 ml,Pints
6089406,Continente,Gelado Baunilha e Amêndoa Magnum,Magnum,emb. 440 ml,Pints
6393009,Continente,Açaí Orgânico com Stevia Native Açaí,Native Açaí,emb. 160 ml,Pints
6470103,Continente,Gelado Mini Cone Clássico Cornetto,Cornetto,emb. 480 ml (6 un + 2 un GRÁTIS),Cones
6494390,Continente,Gelado Mini Chocolate Negro Magnum,Magnum,emb. 330 ml (6 un),Sticks
6582990,Continente,Soja Sandwich Vegan,Valsoia,emb. 320 gr,Sandwich
6588803,Continente,Gelado Manteiga de Amendoim Crunch Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6592516,Continente,Sorbet Limão sem Lactose Continente,Continente,emb. 1 lt,Tubs
6592674,Continente,Gelado Mini Sandwich Continente,Continente,emb. 510 ml (6 un),Sandwich
6703121,Continente,Açaí Orgânico com Banana Native Açaí,Native Açaí,emb. 160 ml,Pints
6787595,Continente,Gelado Doce de Leite Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787602,Continente,Gelado Pralines & Cream Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787631,Continente,Gelado Manga e Framboesa Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787649,Continente,Gelado Cookies & Cream Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787662,Continente,Gelado Cheesecake Morango Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787709,Continente,Gelado Macadâmia Nut Brittle Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787710,Continente,Gelado Baunilha Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787743,Continente,Gelado Strawberries & Cream Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787746,Continente,Gelado Belgian Chocolate Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787748,Continente,Gelado Caramelo Salgado Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787749,Continente,Gelado Speculoos Caramel Biscuit & Cream Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787772,Continente,Gelado Caramelo Collection Minicups Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Pints
6787775,Continente,Gelado Fruit Collection Minicups Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Pints
6845206,Continente,Gelado Chocolate Branco e Cookies Magnum,Magnum,emb. 440 ml,Pints
6846661,Continente,Gelado Mini Chocolate Branco e Cookies Magnum,Magnum,emb. 330 ml (6 un),Sticks
6851067,Continente,Gelado Amêndoa Vegan Magnum,Magnum,emb. 270 ml (3 un),Sticks
6923800,Continente,Gelado Icónico Morango Continente,Continente,emb. 720 ml (6 un),Cones
6923826,Continente,Gelado Classicone Baunilha Continente,Continente,emb. 660 ml (6 un),Cones
6923901,Continente,Gelado Icónico Chocolate Continente,Continente,emb. 720 ml (6 un),Cones
6924270,Continente,Açaí Orgânico Sambazon,Sambazon,emb. 500 ml,Pints
6948998,Continente,Gelado Morango Continente,Continente,emb. 1 lt,Tubs
6949002,Continente,Gelado Baunilha Continente,Continente,emb. 1 lt,Tubs
6949004,Continente,Gelado Chocolate Continente,Continente,emb. 1 lt,Tubs
6949006,Continente,Gelado Nata Continente,Continente,emb. 1 lt,Tubs
7018487,Continente,Gelado Baunilha e Morango Continente,Continente,emb. 2 lt,Tubs
7018489,Continente,Gelado Baunilha e Chocolate Continente,Continente,emb. 2 lt,Tubs
7095205,Continente,Gelado Chocolate Fudge Brownie Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7105463,Continente,Gelado Peanut Butter Cup Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7105465,Continente,Caramelo Chew Chew,,,Pints
7105624,Continente,Gelado Caramelo Brownie Party Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7105632,Continente,Gelado Cheesecake Morango Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7109616,Continente,Gelado Cookie Dough Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7141071,Continente,Gelado Feast Olá,Olá,emb. 360 ml (4 un),Sticks
7164297,Continente,Classicone Caramelo Salgado,,,Cones
7164607,Continente,Gelado Frutipop Continente,Continente,emb. 368 ml (8 un),Sticks
7184412,Continente,Manga 100% Fruta,,,Other
7224301,Continente,Gelado de Caramelo e Biscoito Twix,Twix,emb. 204 gr (6 un),Bars
7335491,Continente,Gelado Double Gold Caramelo Billionaire Magnum,Magnum,emb. 440 ml,Pints
7371928,Continente,Gelado Cone Clássico Cornetto,Cornetto,emb. 540 ml (6 un),Cones
7371929,Continente,Gelado Cone Chocolate Cornetto,Cornetto,emb. 540 ml (6 un),Cones
7371936,Continente,Gelado Mini Double Gold Caramelo Billionaire Magnum,Magnum,emb. 330 ml (6 un),Sticks
7390517,Continente,Gelado Baunilha e Chocolate Carte DOr,Carte DOr,"emb. 1,7 lt",Tubs
7390518,Continente,Gelado Baunilha & Morango Carte DOr,Carte DOr,"emb. 1,7 lt",Tubs
7409924,Continente,Magnífico Chocolate Branco com Amêndoa,,,Sticks
7411087,Continente,"Gelado Café, Chocolate Branco e Caramelo Continente",Continente,emb. 950 ml,Tubs
7411089,Continente,Gelado Banana Split Continente,Continente,emb. 950 ml,Tubs
7411090,Continente,Gelado Baunilha e Noz Pecan Continente,Continente,emb. 950 ml,Tubs
7411092,Continente,Gelado Limão e Merengue Continente,Continente,emb. 950 ml,Tubs
7411520,Continente,Gelado Chocolate e Avelã Continente,Continente,emb. 950 ml,Tubs
7418308,Continente,Raffaello,,,Sticks
7418321,Continente,Chocolate e Avelã,,,Sticks
7430573,Continente,Gelado Mini Magníficos Sortido de Clássicos Continente,Continente,emb. 600 ml (12 un),Sticks
7456964,Continente,Gelado Menta Continente,Continente,emb. 950 ml,Tubs
7521862,Continente,Gelado Cola Calippo,Calippo,emb. 105 ml (5 un),Pots
7558971,Continente,Gelado Exotic Solero,Solero,emb. 270 ml (3 un),Sticks
7584154,Continente,Morango 100% Fruta,,,
7584214,Continente,Gelado Fresh Limão e Morango Continente,Continente,emb. 6 un,Pots
7613772,Continente,O Gelado Tarte Amêndoa,O Gelado,emb. 490 ml,Pints
7613915,Continente,Gelado Joys Collection Minicups Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Pints
7616133,Continente,O Gelado Maracujá Vegan,O Gelado,emb. 460 ml,Pints
7616142,Continente,O Gelado Morango Vegan,O Gelado,emb. 460 ml,Pints
7622287,Continente,Gelado Mini Magníficos Amêndoa Continente,Continente,emb. 456 gr (12 un),Sticks
7622307,Continente,Gelado Caramelo com cobertura chocolate Mars,Mars,emb. 240 gr (6 un),Bars
7622308,Continente,Gelado Caramelo e Manteiga de Amendoim com cobertura Chocolate Snickers,Snickers,emb. 270 gr (6 un),Bars
7628015,Continente,Gelado Classic Cone Kinder,Kinder,emb. 248 gr (4 un),Sticks
7724698,Continente,Gelado Dulce Delish Sundae Ben & Jerrys,Ben & Jerrys,emb. 427 ml,Pints
7725508,Continente,Sorbet Framboesa Continente Seleção,Continente Seleção,emb. 450 ml,Pints
7725520,Continente,Gelado Ovos Moles Continente Seleção,Continente Seleção,emb. 450 ml,Pints
7730113,Continente,Gelado Mix Kids Olá,Olá,emb. 398 ml (8 un),Sticks
7734499,Continente,Sorbet Manga sem Lactose Continente,Continente,emb. 1 lt,Tubs
7736746,Continente,Gelado Mochi Maracujá Continente,Continente,emb. 6 un,Bites
7753717,Continente,Gelado Cookie & Dough Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
7753798,Continente,Macaron Double Chocolate,,,Bites
7753799,Continente,Macaron Morango e Framboesa,,,Bites
7754866,Continente, Mini Double Caramelo e Gold Caramelo Billionaire,,,Sticks
7754874,Continente,Gelado Double Gold Caramel Billionaire Magnum,Magnum,emb. 255 ml (3 un),Sticks
7754882,Continente,Cone Chocolate Branco Filipinos,,,Cones
7754883,Continente,Gelado Sandwich XXL Filipinos Olá,Olá,emb. 520 ml (4 un),Sandwich
7754925,Continente,Gelado Classic Cone Chocolate Branco Kinder,Kinder,emb. 248 gr (4 un),Sticks
7756099,Continente,Gelado Mini Magníficos Amêndoa e Chocolate Branco Continente,Continente,emb. 12 un,Sticks
7756158,Continente,Tarte Gelada Caramelo Salgado Viennetta,Viennetta,emb. 650 ml,Cakes
7756439,Continente,Iogurte e Framboesa,,,
7756441,Continente,Gelado Iogurte Continente,Continente,emb. 500 ml,Pints
7757016,Continente,Gelado Chocolate sem Lactose Nutrégi,Nutrégi,emb. 500 ml,Pints
7757019,Continente,Gelado Morango sem Lactose Nutrégi,Nutrégi,emb. 500 ml,Pints
7757069,Continente,Avelã Torrada Vegan sem Glúten,,,
7759362,Continente,Gelado Double Chocolate Vegan sem Glúten Pink Albatross,Pink Albatross,emb. 480 ml,Pints
7759363,Continente,Gelado Exotic Maracujá Vegan sem Glúten Pink Albatross,Pink Albatross,emb. 480 ml,Pints
7759364,Continente,Gelado Tropical Manga Vegan sem Glúten Pink Albatross,Pink Albatross,emb. 480 ml,Pints
7759365,Continente,Gelado Pistácio Vegan sem Glúten Pink Albatross,Pink Albatross,emb. 480 ml,Pints
7759366,Continente,Gelado Straccia-Coco Vegan sem Glúten Pink Albatross,Pink Albatross,emb. 480 ml,Pints
7760701,Continente,,,,
7760703,Continente,Classicone Marshmallow,,,Cones
7760704,Continente,,,,
7760705,Continente,IceFest Mix,,,Sticks
7778850,Continente,Gelado Mini Double Framboesa Magnum,Magnum,emb. 330 ml (6 un),Sticks
7781535,Continente,Gelado Chocolate Brownie Continente,Continente,emb. 950 ml,Tubs
7781536,Continente,Gelado Tiramisu Continente,Continente,emb. 950 ml,Tubs
7781552,Continente,O Gelado Lima Vegan,O Gelado,emb. 460 ml,Pints
7783272,Continente,Gelado Mini Double Caramelo Magnum,Magnum,emb. 330 ml (6 un),Sticks
7785012,Continente,Gelado Brownie Caramelo Chunks Oh My Moo,Oh My Moo,emb. 500 ml,Pints
7800880,Continente,,,,
7800885,Continente,,,,
7848173,Continente,Açaí com Guaraná Biológico Continente Bio,Continente Bio,emb. 500 ml,Tubs
7889479,Continente,Gelado Mochi Coco sem Glúten Little Moons,Little Moons,emb. 6 un,Bites
7893268,Continente,Gelado Mochi Maracujá e Manga Vegan Little Moons,Little Moons,emb. 6 un,Bites
7893272,Continente,Gelado Mochi Pistáchio Torrado com Mel sem Glúten Little Moons,Little Moons,emb. 6 un,Bites
7931544,Continente,Gelado Baunilha e Brownie de Caramelo Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
7944223,Continente,Gelado Iogurte e Frutos Vermelhos Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
7947223,Continente,Gelado Stracciatella Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
7947224,Continente,Gelado Tiramisu Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
7947225,Continente,Gelado Chocolate Brownie Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
7947226,Continente,Cookies & Cream Les Desserts,,,
7947230,Continente,Gelado Caramelo Salgado Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
7947232,Continente,Gelado Karamel Sutra Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7947233,Continente,Gelado Half Baked Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7947237,Continente,Gelado Marshmallow & Smore Sundae Ben & Jerrys,Ben & Jerrys,emb. 427 ml,Pints
7947238,Continente,Gelado Mini Pink Lemonade Magnum,Magnum,emb. 330 ml (6 un),Sticks
7947249,Continente,"Gelado Wonder Toffee, Chocolate e Amêndoas Caramelizadas Magnum",Magnum,emb. 270 ml (3 un),Sticks
7974309,Continente,Gelado Mini Chocolate e Amêndoa Magnum,Magnum,emb. 330 ml (6 un),Sticks
7975641,Continente,Gelado Menta Magnum,Magnum,emb. 300 ml (3 un),Sticks
7975649,Continente,"Gelado Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,emb. 720 ml (8 un),Sticks
7975650,Continente,Gelado Chocolate Branco e Morango Magnum,Magnum,emb. 400 ml (4 un),Sticks
7975651,Continente,Bomboniera,,,Bites
7975652,Continente,Gelado Chocolate Clássico Magnum,Magnum,emb. 440 ml,Pints
7975654,Continente,Pistácio,,,
7975656,Continente,"Gelado Mini Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,emb. 550 ml (10 un),Sticks
7975657,Continente,Gelado Spectacu-Love Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
7975659,Continente,Disney Rei Leão,,,Sandwich
7976847,Continente,Gelado Rol Olá,Olá,emb. 360 ml,Sticks
7987774,Continente,Gelado Nutella,Nutella,emb. 470 ml,Pints
7987798,Continente,Gelado Chocolate Kinder,Kinder,emb. 220 ml (4 un),Sticks
8006722,Continente,Gelado Double Caramelo Salgado Magnum,Magnum,emb. 440 ml,Pints
8007004,Continente,"Gelado Mini Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,emb. 330 ml (6 un),Sticks
8007462,Continente,Filipinos,,,Sandwich
8013078,Continente,Gelado Chocolate e Amêndoa Magnum,Magnum,emb. 400 ml (4 un),Sticks
8013080,Continente,Gelado Morango e Merengue Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
8020297,Continente,Gelado Tropical Fresh Continente,Continente,emb. 6 un,Sticks
8020302,Continente,Gelado Lemon Freezy Continente,Continente,emb. 6 un,Sticks
8020303,Continente,Gelados Coco Metades sem Glúten Continente,Continente,emb. 2 un,Pints
8020337,Continente,Gelado Doce de Leite Continente,Continente,emb. 950 ml,Tubs
8020339,Continente,Gelado Proteína Cappuccino Continente,Continente,emb. 500 ml,Pints
8020344,Continente,Gelado Cone Brigadeiro Cornetto,Cornetto,emb. 480 ml (4 un),Cones
8020412,Continente,Gelado Proteína Biscoito Continente,Continente,emb. 500 ml,Pints
8020413,Continente,Gelado Proteína Caramelo Salgado Continente,Continente,emb. 500 ml,Pints
8021790,Continente,Açaí Biológico Oakberry,Oakberry,emb. 473 ml,Pints
8025068,Continente,Gelado After Dinner Magnum,Magnum,emb. 280 ml (8 un),Bites
8025801,Continente,Gelado Café Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
8028362,Continente,Gelado Belgian Chocolate Collection Minicups Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Pints
8033537,Continente,Gelado Morango e Framboesa Pink Albatross,Pink Albatross,emb. 260 ml (4 un),Sticks
8033538,Continente,Manga e Maracujá,Pink Albatross,emb. 640 gr (4 un),Sticks
8037362,Continente,Gelado de Chocolate com recheio de Coco Bounty,Bounty,emb. 300 ml (6 un),Bars
8037364,Continente,Gelado Morango e Banana Danonino,Danonino,emb. 300 gr (6 un),Sticks
8037736,Continente,Gelado Caramelo e Manteiga de Amendoim com cobertura Chocolate Branco Snickers,Snickers,emb. 264 ml (6 un),Bars
8039787,Continente,Gelado Tarte de Limão Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
8039792,Continente,Gelado Mini Double Caramelo e Chocolate Magnum,Magnum,emb. 330 ml (6 un),Sticks
8039817,Continente,Gelado Baunilha Exótico Solero Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
8041144,Continente,Açaí Orgânico com Guaraná e Stevia Native Açaí,Native Açaí,emb. 480 ml,Pints
8066839,Continente,Gelado Caramel & Nuts Magnum,Magnum,emb. 256 ml (4 un),Bars
8067121,Continente,Gelado Bombom Chocolate Branco e Cookies Magnum,Magnum,emb. 204 ml (12 un),Bites
8067126,Continente,Gelado Bombom Double Gold Caramelo Billionaire Magnum,Magnum,emb. 204 ml (12 un),Bites
8067127,Continente,Gelado Bombom Caramelo Salgado e Amêndoas Magnum,Magnum,emb. 204 ml (12 un),Bites
8067138,Continente,Gelado Mini Double Chocolate Belga Pink Albatross,Pink Albatross,emb. 260 ml (4 un),Sticks
8068467,Continente,Gelado Framboesa e Pistácio Vegan Swee,Swee,emb. 450 ml,Pints
8083165,Continente,Gelado Frutos Exóticos Olá,Olá,emb. 900 ml,Tubs
8083214,Continente,Gelado Caramelo Salgado Olá,Olá,emb. 900 ml,Tubs
8083218,Continente,Gelado Bolacha e Chocolate Olá,Olá,emb. 900 ml,Tubs
8083243,Continente,Gelado Baunilha Pecan Les Desserts Carte DOr,Carte DOr,emb. 825 ml,Tubs
8083311,Continente,Gelado Cookies com Cookie Dough Vegan sem Lactose Ben & Jerrys,Ben & Jerrys,emb. 465 ml,Pints
8083314,Continente,Gelado Chocolate Clássico Magnum,Magnum,emb. 300 ml (3 un),Sticks
8090997,Continente,,,,
8093286,Continente,Gelado Cookie Pepitas de Chocolate Valsoia,Valsoia,emb. 90 gr,Sandwich
8109735,Continente,"Gelado Cone Soja, Chocolate e Avelã Valsoia",Valsoia,emb. 300 gr (4 un),Cones
8113590,Continente,Gelado Mini Chocolate Branco e Amêndoa Magnum,Magnum,emb. 330 ml (6 un),Sticks
8145416,Continente,Gelado Bombom Chocolate Negro e Caramelo Vegan Over the Moo,Over the Moo,emb. 60 gr,Bites
8159795,Continente,Gelado Caramelo Continente,Continente,emb. 950 ml,Tubs
8161472,Continente,Gelado Cheesecake Continente,Continente,emb. 950 ml,Tubs
8161473,Continente,Gelado Stracciatella Continente,Continente,emb. 950 ml,Tubs
