PID,Retalhista,Nome,Marca,Marca_Padronizada,Quantidade,Formato
8020303,Continente,Gelados Coco Metades sem Glúten Continente,Continente,Continente,emb. 2 un,Pints
8025068,Continente,Gelado After Dinner Magnum,Magnum,Magnum,emb. 280 ml (8 un),Bites
3585223,Auchan,SORVETE TRIBE GRAVIOLA 160 ML,TRIBE,Tribe,160 ML,Pints
3890541,Auchan,GELADO AUCHAN CHOCOLATE PRETO COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7558971,Continente,Gelado Exotic Solero,Solero,Solero,emb. 270 ml (3 un),Sticks
7781536,Continente,Gelado Tiramisu Continente,Continente,Continente,emb. 950 ml,Tubs
8020337,Continente,Gelado Doce de Leite Continente,Continente,Continente,emb. 950 ml,Tubs
7224301,Continente,Gelado de Caramelo e Biscoito Twix,Twix,Twix,emb. 204 gr (6 un),Bars
7430573,Continente,Gelado Mini Magníficos Sortido de Clássicos Continente,Continente,Continente,emb. 600 ml (12 un),Sticks
3884864,Auchan,GELADO CORNETTO BAUNILHA 4X90ML,CORNETTO,Cornetto,90ML,Cones
986154,Auchan,GELADOS DE LEITE AUCHAN CHOCOLATE MORANGO E BAUNILHA 6X100ML,AUCHAN,Auchan,100ML,Sticks
3741582,Auchan,GELADO O GELADO BANOFFEE (ECONOMIA CIRCULAR) 460ML,O GELADO,O Gelado,460ML,Pints
2695804,Auchan,GELADO MAGNUM MULTIPACK MINI DOUBLE CARAMELO 6X60ML,MAGNUM,Magnum,60ML,Sticks
7947230,Continente,Gelado Caramelo Salgado Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
42361,Auchan,GELADO HÄAGEN-DAZS NOZES DE MACADÂMIA 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
8795883,Continente,Gelado Morango Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),
998878,PingoDoce,Cookies Congeladas,Pingo Doce,Pingo Doce,"0.54 Kg | 7,2 €/Kg",Other
3493331,Auchan,GELADO RAFFAELLO 4X47G,RAFFAELLO,Raffaello,47G,Sticks
3466370,Auchan,GELADO MULTIPACK OLÁ CALIPPO COLA 525ML,OLÁ,Olá,525ML,Pots
2461049,Auchan,GELADO MAGNUM MULTIPACK MINI DOUBLE FRAMBOESA 6X60ML,MAGNUM,Magnum,60ML,Sticks
3885990,Auchan,GELADO PALITO AUCHAN CARAMELO SALGADO 4X100ML,AUCHAN,Auchan,100ML,Sticks
2241775,Auchan,GELADO AUCHAN RUM COM PASSAS DE UVA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3737482,Auchan,GELADO MAGNUM MULTIPACK SORTIDO 8UN,MAGNUM,Magnum,Quantidade não disponível,Sticks
2171344,Auchan,GELADO CORNETTO MULTIPACK CLÁSSICO 6X90ML,CORNETTO,Cornetto,90ML,Cones
7778850,Continente,Gelado Mini Double Framboesa Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3775848,Auchan,GELADO BEN & JERRY'S KARAMEL SUTRA 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
7931544,Continente,Gelado Baunilha e Brownie de Caramelo Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3617290,Auchan,GELADO OLÁ SANDWICH XXL FILIPINOS 4X130ML,OLÁ,Olá,130ML,Sandwich
3790329,Auchan,GELADO MAGNUM BOMBONS WHITE CHOCOLATE 12X17ML,MAGNUM,Magnum,17ML,Bites
2171340,Auchan,GELADO CORNETTO MULTIPACK MORANGO 6X90ML,CORNETTO,Cornetto,90ML,Cones
2461047,Auchan,GELADO MAGNUM PINT AMÊNDOAS 440ML,MAGNUM,Magnum,440ML,Pints
3482666,Auchan,GELADO AUCHAN COCO COM COBERTURA CHOCOLATE BRANCO 4X70ML,AUCHAN,Auchan,70ML,Sticks
3890258,Auchan,GELADO PALITO AUCHAN CHOCOLATE BRANCO 4X110ML,AUCHAN,Auchan,110ML,Sticks
8020413,Continente,Gelado Proteína Caramelo Salgado Continente,Continente,Continente,emb. 500 ml,Pints
42354,Auchan,GELADO HÄAGEN-DAZS MORANGO 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3790059,Auchan,GELADO OLÁ BOLACHA & CHOCOLATE 900ML,OLÁ,Olá,900ML,Tubs
669374,PingoDoce,Miolo de Camarão Gigante 15/30,Pescanova,Pescanova,"0.25 Kg | 27,96 €/Kg",
3790058,Auchan,GELADO OLÁ FRUTOS EXÓTICOS 900ML,OLÁ,Olá,900ML,Tubs
42359,Auchan,GELADO HÄAGEN-DAZS BAUNILHA PRALINE 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
7781535,Continente,Gelado Chocolate Brownie Continente,Continente,Continente,emb. 950 ml,Tubs
7335491,Continente,Gelado Double Gold Caramelo Billionaire Magnum,Magnum,Magnum,emb. 440 ml,Pints
7947225,Continente,Gelado Chocolate Brownie Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
6923800,Continente,Gelado Icónico Morango Continente,Continente,Continente,emb. 720 ml (6 un),Cones
3474182,Auchan,GELADO HÄAGEN-DAZS MINI JOYS COLLECTION 4X95ML,HÄAGEN-DAZS,Häagen-Dazs,95ML,Cups
3889424,Auchan,SORBET AUCHAN MORANGO C/PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
6787662,Continente,Gelado Cheesecake Morango Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
7521862,Continente,Gelado Cola Calippo,Calippo,Calippo,emb. 105 ml (5 un),Pots
3774382,Auchan,GELADO DANONINO MORANGO BANANA 6X50 ML,DANONINO,Danonino,50 ML,Sticks
3737471,Auchan,GELADO MAGNUM MENTA 3X100 ML,MAGNUM,Magnum,100 ML,Sticks
3790056,Auchan,GELADO OLÁ CARAMELO SALGADO 900ML,OLÁ,Olá,900ML,Tubs
42357,Auchan,GELADO HÄAGEN-DAZS COOKIES & CREAM 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
2241768,Auchan,GELADO AUCHAN CONE MENTA CHOCOLATE 6X120ML,AUCHAN,Auchan,120ML,Cones
3613168,Auchan,SACO TÉRMICO CONGELADOS AUCHAN 44.5 X 39 X 20 CM,AUCHAN,Auchan,Quantidade não disponível,Other
2366250,Auchan,GELADO AUCHAN TRONCO 3 CHOCOLATES 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7944223,Continente,Gelado Iogurte e Frutos Vermelhos Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
3744304,Auchan,GELADO NESTLÉ PIRULO FANTASMIKOS 15X15ML,NESTLÉ,Nestlé,15ML,Sticks
3557031,Auchan,SORVETE TRIBE AÇAI 160 ML,TRIBE,Tribe,160 ML,Pints
986125,Auchan,SORBET AUCHAN MANGA 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
6787649,Continente,Gelado Cookies & Cream Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
986118,Auchan,SORBET AUCHAN ANANÁS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3484386,Auchan,GELADO THE ICELY BROTHERS VEGAN FRAMBOESA CAKEDOUGH BIO 460ML,THE ICELY BROTHERS,The Icely Brothers,460ML,Pints
8020412,Continente,Gelado Proteína Biscoito Continente,Continente,Continente,emb. 500 ml,Pints
2211953,Continente,Tarte Gelada Baunilha Viennetta,Viennetta,Viennetta,emb. 650 ml,Cakes
3890437,Auchan,GELADO PALITO AUCHAN PISTACHIO 4X100ML,AUCHAN,Auchan,100ML,Sticks
4886486,Continente,Gelado Super Mix Calippo,Calippo,Calippo,emb. 525 ml (5 un),Pots
3890537,Auchan,GELADO PALITO AUCHAN CAFÉ 4X100ML,AUCHAN,Auchan,100ML,Sticks
656959,Auchan,GELADO PALITO AUCHAN BAUNILHA E CHOCOLATE LEITE 4X120ML,AUCHAN,Auchan,120ML,Sticks
7975649,Continente,"Gelado Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,Magnum,emb. 720 ml (8 un),Sticks
3872288,Auchan,GELADO O GELADO SORBET BANANA (ECONOMIA CIRCULAR) 460 ML,O GELADO,O Gelado,460 ML,Pints
8457452,Continente,Gelado Bolo Chocolate e Brownie Vegan Swee,Swee,Swee,emb. 450 ml,Pints
8456481,Continente,Gelado Chocolate Cornetto Soft Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
3903976,Auchan,GELADO VEGAN SWEE CHOCOLAE CAKE WITH BROWNIES 450 ML,SWEE,Swee,450 ML,Pints
8391751,Continente,Gelado Chocolate de Leite e Noz Macadâmia Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
3994376,Auchan,GELADO BEN & JERRY'S SWEET MANGO 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
8456370,Continente,Gelado Dough My Goodness Continente,Continente,Continente,emb. 500 ml,Pints
8457558,Continente,Gelado Baunilha sem Açúcar Continente,Continente,Continente,emb. 500 ml,Pints
3725694,Auchan,GELADO CARTE D'OR CHOCOLATE BROWNIE 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
7018489,Continente,Gelado Baunilha e Chocolate Continente,Continente,Continente,emb. 2 lt,Tubs
3903345,Auchan,GELADO PALITO AUCHAN BAUNILHA AMÊNDOAS 4X120ML,AUCHAN,Auchan,120ML,Sticks
4012908,Auchan,GELADO AUCHAN TUTTI FRUTTI 5UN 375ML,AUCHAN,Auchan,375ML,Sticks
3903341,Auchan,SORBET AUCHAN GROSELHA-NEGRA COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7622308,Continente,Gelado Caramelo e Manteiga de Amendoim com cobertura Chocolate Snickers,Snickers,Snickers,emb. 270 gr (6 un),Bars
8484617,Continente,Gelado de Chocolate Brownielicious Continente,Continente,Continente,emb. 500 ml,Pints
8240635,Continente,Gelado Mini Chocolate Clássico Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
7756099,Continente,Gelado Mini Magníficos Amêndoa e Chocolate Branco Continente,Continente,Continente,emb. 12 un,Sticks
8469993,Continente,Gelado Hella Nuts Continente,Continente,Continente,emb. 500 ml,Pints
7411092,Continente,Gelado Limão e Merengue Continente,Continente,Continente,emb. 950 ml,Tubs
3736044,Auchan,GELADO OLÁ ROL 4X90ML,OLÁ,Olá,90ML,Sticks
3891996,Auchan,GELADO AUCHAN KIDS BAUNILHA CHOCOLATE E MORANGO 12X60ML,AUCHAN,Auchan,60ML,Sticks
2163666,Auchan,GELADO HÄAGEN-DAZS SALTED CARAMEL 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
8391738,Continente,Gelado Chocolate e Cookies Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
8457559,Continente,Gelado Morango e Chocolate Vegan Swee,Swee,Swee,emb. 450 ml,Pints
8391749,Continente,Gelado Caramelo Salgado Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
3903342,Auchan,SORBET AUCHAN PERA COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
6923901,Continente,Gelado Icónico Chocolate Continente,Continente,Continente,emb. 720 ml (6 un),Cones
8457583,Continente,Gelado Magnífico Chocolate Branco e Morango Continente,Continente,Continente,emb. 600 ml (6 un),Sticks
485998,PingoDoce,Gelado Mini Sandwich,Pingo Doce,Pingo Doce,"0.51 L | 5,86 €/L",Sandwich
4012904,Auchan,GELADO AUCHAN COOKIE DOUGH 500ML,AUCHAN,Auchan,500ML,Pints
8243396,Continente,Gelado Mini Utopia Double Avelã Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3751941,Auchan,GELADO MOCHI NOKU COCO 210G ( 6UN ),NOKU,Noku,210G,Bites
4012901,Auchan,GELADO AUCHAN CARAMELO SALGADO COM PEDAÇOS 500ML,AUCHAN,Auchan,500ML,Pints
3903346,Auchan,GELADO AUCHAN BIO BAUNILHA 900ML,AUCHAN BIO,Auchan,900ML,Tubs
8240610,Continente,Gelado Bohemian Raspberry Vegan sem Lactose Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
8457477,Continente,Gelado Caramelo e Brownie Vegan Swee,Swee,Swee,emb. 450 ml,
8588867,Continente,Gelado de Chocolate Praline Continente,Continente,Continente,emb. 4 x 70 ml,Sticks
7616142,Continente,O Gelado Morango Vegan,O Gelado,O Gelado,emb. 460 ml,Pints
6494390,Continente,Gelado Mini Chocolate Negro Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
8203177,Continente,Gelado Pistácio Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 420 ml,Pints
3631604,Auchan,CONE KINDER BUENO WHITE 248G (4 UN),KINDER,Kinder,248G,Cones
4013911,Auchan,GELADO CARTE D'OR CORNETTO MORANGO 750ML,CARTE D'OR,Carte D'Or,750ML,Tubs
7105624,Continente,Gelado Caramelo Brownie Party Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
3725698,Auchan,GELADO CARTE D'OR IOGURTE E FRUTOS BOSQUE 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
8657640,Continente,O Gelado de Chocolate com Pedaços de Salame,O Gelado,O Gelado,emb. 460 ml,Pints
3756930,Auchan,GELADO NUTELLA 470 ML,NUTELLA,Nutella,470 ML,Pints
8691816,Continente,Gelado Sweet Mango Memories Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
4013912,Auchan,GELADO CORNETTO LIMÃO 6X90ML,CORNETTO,Cornetto,90ML,Cones
3903327,Auchan,GELADO CONE AUCHAN BAUNILHA MORANGO 6X120ML,AUCHAN,Auchan,120ML,Cones
3903983,Auchan,GELADO VEGAN SWEE CARAMEL BROWN 450 ML,SWEE,Swee,450 ML,Pints
8161473,Continente,Gelado Stracciatella Continente,Continente,Continente,emb. 950 ml,Tubs
3363522,Auchan,GELADO HAPPY MRS JERSEY CHEESE CAKE FRAMBOESA BIO 500ML,HAPPY MRS JERSEY,Happy Mrs Jersey,500ML,Pints
8516745,Continente,O Gelado Chocolate do Dubai,O Gelado,O Gelado,emb. 460 ml,Pints
4013910,Auchan,GELADO CARTE D'OR 3 SABORES 1300ML,CARTE D'OR,Carte D'Or,1300ML,Tubs
8457557,Continente,Gelado Chocolate 0% Açúcares Adicionados Continente,Continente,Continente,emb. 500 ml,Pints
7628015,Continente,Gelado Classic Cone Kinder,Kinder,Kinder,emb. 248 gr (4 un),Sticks
4012898,Auchan,GELADO AUCHAN SPECULOOS 900ML,AUCHAN,Auchan,900ML,Tubs
3754611,Auchan,GELADO CARTE D'OR LEMON PIE 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
3641616,Auchan,GELADO MOCHI LITTLE MOONS PISTACIO 192G (6UN),MOCHI LITTLE MOONS,Little Moons,192G,Bites
7754925,Continente,Gelado Classic Cone Chocolate Branco Kinder,Kinder,Kinder,emb. 248 gr (4 un),Sticks
8239708,Continente,Gelado Utopia Double Avelã Magnum,Magnum,Magnum,emb. 440 ml,Sticks
8391742,Continente,Gelado Tiramisu Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 420 ml,Pints
3994381,Auchan,GELADO MAGNUM LA PISTACHE 3X90ML,MAGNUM,Magnum,90ML,Sticks
3641607,Auchan,GELADO MOCHI LITTLE MOONS MANGA MARACUJÁ 192G (6UN),MOCHI LITTLE MOONS,Little Moons,192G,Bites
3903339,Auchan,GELADO CONE AUCHAN BAUNILHA CARAMELO 6X120ML,AUCHAN,Auchan,120ML,Cones
8501584,Continente,Geldo de Chocolate Branco Magnum,Magnum,Magnum,emb. 3 x 100 ml,Sticks
8514236,Continente,Tarte Gelada Romântica Carte DOr,Carte DOr,Carte D'Or,emb. 1 lt,Tubs
3903330,Auchan,GELADO PALITO AUCHAN BAUNILHA AVELÃ 12X60ML,AUCHAN,Auchan,60ML,Sticks
6393009,Continente,Açaí Orgânico com Stevia Native Açaí,Native Açaí,Native Açaí,emb. 160 ml,Pints
4013909,Auchan,GELADO BEN & JERRY'S CHUNKY MONKEY 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
7947237,Continente,Gelado Marshmallow & Smore Sundae Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 427 ml,Pints
42372,Auchan,GELADO HÄAGEN-DAZS STRAWBERRY CHEESECAKE 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3884859,Auchan,GELADO MAGNUM MINI CLÁSSICO PROMO 6X55ML,MAGNUM MINI,Magnum,55ML,Sticks
3790333,Auchan,GELADO MAGNUM CLÁSSICO 3X100ML,MAGNUM,Magnum,100ML,Sticks
7781552,Continente,O Gelado Lima Vegan,O Gelado,O Gelado,emb. 460 ml,Pints
3363660,Auchan,GELADO THE ICELY BROTHERS VEGAN BROWNIE BIO 460ML,THE ICELY BROTHERS,The Icely Brothers,460ML,Pints
7947232,Continente,Gelado Karamel Sutra Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
8020302,Continente,Gelado Lemon Freezy Continente,Continente,Continente,emb. 6 un,Sticks
2736006,Auchan,GELADO NUTRÉGI SEM AÇÚCAR ADICIONADO BAUNILHA 500ML,NUTRÉGI,Nutrégi,500ML,Pints
3610065,Auchan,GELADOS PINT HÄAGEN-DAZS COOKIE & DOUGH 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3363642,Auchan,GELADO HAPPY MRS JERSEY CARAMELO SALGADO BIO 500ML,HAPPY MRS JERSEY,Happy Mrs Jersey,500ML,Pints
42363,Auchan,GELADO HÄAGEN-DAZS CHOCOLATE BELGA 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3797540,Auchan,GELADO SANTINI BAUNILHA 500 ML,SANTINI,Santini,500 ML,Tubs
4712309,Continente,Gelado Super Maxi Olá,Olá,Olá,emb. 390 ml (6 un),Sticks
2736013,Auchan,GELADO NUTRÉGI SEM AÇÚCAR ADICIONADO CHOCOLATE 500ML,NUTRÉGI,Nutrégi,500ML,Pints
8020297,Continente,Gelado Tropical Fresh Continente,Continente,Continente,emb. 6 un,Sticks
6787775,Continente,Gelado Fruit Collection Minicups Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Cups
6787709,Continente,Gelado Macadâmia Nut Brittle Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3884855,Auchan,GELADO MAGNUM DOUBLE AVELÃ 3X85ML,MAGNUM,Magnum,85ML,Sticks
3328943,Auchan,GELADO MAGNUM MINI 3 CHOCOLATES 10X55ML,MAGNUM,Magnum,55ML,Sticks
3170565,Auchan,GELADO B&J COOKIE DOUGH VEGAN 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
7390518,Continente,Gelado Baunilha & Morango Carte DOr,Carte DOr,Carte D'Or,"emb. 1,7 lt",Tubs
909557,PingoDoce,Gelado Cookie Dough,Ben & Jerry's,Ben & Jerry's,"0.465 L | 15,03 €/L",Pints
7848173,Continente,Açaí com Guaraná Biológico Continente Bio,Continente Bio,Continente,emb. 500 ml,Tubs
955989,Auchan,GELADO MAGNUM MULTIPACK MINI AMÊNDOAS 6X55ML,MAGNUM,Magnum,55ML,Sticks
2733370,Auchan,GELADO HÄAGEN-DAZS PEANUT BUTTER CRUNCH 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
3356733,Auchan,GELADO MARS 6X41.8G,MARS,Mars,8G,Bars
928322,PingoDoce,Gelado Caramelo e Manteiga Amendoim Cobertura Chocolate,Snickers,Snickers,"0.302 L | 19,83 €/L",Bars
3884853,Auchan,GELADO MAGNUM DOUBLE CEREJA 3X85ML,MAGNUM,Magnum,85ML,Sticks
8013080,Continente,Gelado Morango e Merengue Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
2736017,Auchan,GELADO NUTRÉGI SEM AÇÚCAR ADICIONADO MORANGO 500ML,NUTRÉGI,Nutrégi,500ML,Pints
3741076,Auchan,GELADO CARTE D'OR MORANGO MERENGUE 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
7947233,Continente,Gelado Half Baked Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
3884726,Auchan,GELADO PINT MAGNUM DOUBLE AVELÃ 440ML,MAGNUM,Magnum,440ML,Pints
3741075,Auchan,GELADO MAGNUM AMÊNDOAS 4X100ML,MAGNUM,Magnum,100ML,Sticks
7141071,Continente,Gelado Feast Olá,Olá,Olá,emb. 360 ml (4 un),Sticks
2695898,Auchan,GELADO CORNETTO MULTIPACK MINI CLÁSSICO 8X60ML,CORNETTO,Cornetto,60ML,Cones
483,Auchan,GELADO VIENNETTA BAUNILHA 650ML,VIENNETTA,Viennetta,650ML,Cakes
827147,Auchan,GELADO MAGNUM MULTIPACK MINI INTENSE DARK 70% 6X55ML,MAGNUM,Magnum,55ML,Sticks
570539,Auchan,GELADO MAGNUM MULTIPACK MINI 3 CHOCOLATES 6X55ML,MAGNUM,Magnum,55ML,Sticks
3356735,Auchan,GELADO TWIX 6X34.2G,TWIX,Twix,2G,Bars
3069806,Auchan,GELADO AUCHAN DE TORRÃO 900ML,AUCHAN,Auchan,900ML,Tubs
7947238,Continente,Gelado Mini Pink Lemonade Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
7783272,Continente,Gelado Mini Double Caramelo Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3774883,Auchan,GELADO MAGNUM CARAMEL NUTS 4X64ML,MAGNUM,Magnum,64ML,Bars
2979091,Auchan,GELADOMAGNUM PINT DOUBLE SALTED CARAMEL 440ML,MAGNUM,Magnum,440ML,Pints
3357541,Auchan,GELADO AUCHAN CARAMELO COM PEDAÇOS CARAMELO 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
3884829,Auchan,GELADO MAGNUM AFTER DINNER FRAC 8X35ML,MAGNUM,Magnum,35ML,Bites
3800325,Auchan,GELADO SANTINI MANGA 500ML,SANTINI,Santini,500ML,Tubs
6787710,Continente,Gelado Baunilha Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
888799,Auchan,GELADO HÄAGEN-DAZS CARAMEL BISCUIT & CREAM 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
8013078,Continente,Gelado Chocolate e Amêndoa Magnum,Magnum,Magnum,emb. 400 ml (4 un),Sticks
2979081,Auchan,GELADO VEGAN MAGNUM AMÊNDOAS 3X90ML,MAGNUM,Magnum,90ML,Sticks
8007004,Continente,"Gelado Mini Chocolate Clássico, Amêndoa e Chocolate Branco Magnum",Magnum,Magnum,emb. 330 ml (6 un),Sticks
3800328,Auchan,GELADO SANTINI CARAMELO 500ML,SANTINI,Santini,500ML,Tubs
3459478,Auchan,GELADO SOLERO EXOTICO 3X90ML,SOLERO,Solero,90ML,Sticks
7371929,Continente,Gelado Cone Chocolate Cornetto,Cornetto,Cornetto,emb. 540 ml (6 un),Cones
2844079,Continente,Tarte Gelada de Chocolate Viennetta,Viennetta,Viennetta,emb. 650 ml,Cakes
2739583,Auchan,GELADO O GELADO AMÊNDOA E CARAMELO SALGADO 460ML,O GELADO,O Gelado,460ML,Pints
7371936,Continente,Gelado Mini Double Gold Caramelo Billionaire Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
3774387,Auchan,GELADO CHUPA CHUPS NATA MORANGO 5X50ML,CHUPA CHUPS,Chupa Chups,50ML,Sticks
3884817,Auchan,GELADO CORNETTO MAX TROPICAL 4X90ML,CORNETTO,Cornetto,90ML,Cones
6787743,Continente,Gelado Strawberries & Cream Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
6787772,Continente,Gelado Caramelo Collection Minicups Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Cups
8006722,Continente,Gelado Double Caramelo Salgado Magnum,Magnum,Magnum,emb. 440 ml,Pints
3801003,Auchan,GELADO AUCHAN FUSÉES LIMÃO LARANJA FRAMBOESA 8X60ML,AUCHAN,Auchan,60ML,Sticks
7947249,Continente,"Gelado Wonder Toffee, Chocolate e Amêndoas Caramelizadas Magnum",Magnum,Magnum,emb. 270 ml (3 un),Sticks
3084174,Auchan,GELADO DE MARCHI AÇAÍ BITES 100G,DE MARCHI,De Marchi,100G,Bites
3774388,Auchan,GELADO SNICKERS BRANCO 6X40.8G,SNICKERS,Snickers,8G,Bars
3152865,Auchan,GELADO B&J CHOCO FUDGE BROWNIE 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
3775611,Auchan,GELADO MAGNUM BOMBONS SALTED CARAMEL 12X17ML,MAGNUM,Magnum,17ML,Bites
